rep_num,start_idx,bottom_idx,end_idx,rep_duration_frames,hip_range,bottom_knee_angle,bottom_hip_angle,bottom_torso_angle,bottom_shin_angle
1,0,55,87,88,0.1668321192264557,108.17174738248536,81.0844528454727,25.099164766842136,1.9881297701705023
2,87,119,150,64,0.15201511979103088,105.18630904554004,85.05326355556127,19.485720176076086,0.6473253139027975
3,150,182,218,69,0.14368492364883423,110.47442001790974,88.25943067656357,20.567471355317792,1.6475179860282765
4,218,254,288,71,0.1582451760768891,106.90492095315479,85.26054052168203,19.739103074464055,1.905277357008572
5,288,322,355,68,0.1557239592075348,108.02230924330146,87.82168029038225,19.521627131483626,0.679001821435719
6,355,388,421,67,0.15485724806785583,108.12779763028703,84.51010177485091,23.05441151980952,0.5632843356267472
7,421,454,486,66,0.1546995639801026,107.43006500889555,85.35958882000011,21.234330774278703,0.8361454146165386
8,486,518,550,65,0.14825892448425299,108.93689917343379,85.23693435936168,21.548001388376264,2.151963425695726
9,550,582,613,64,0.15497830510139465,105.74060831179347,82.55618768103399,23.601525889392178,0.41710525863300063
10,613,645,690,78,0.39296497404575353,100.12531588209437,76.07492804926903,24.844190836945074,0.7938030041197806
